City,Airport Code,Trip Distance(km), Total Distance(km)
Buffalo,BUF,15341.345023,2844543.497723
Buenaventura,BUN,4353.454315,2848896.952037
Bunia,BUX,11904.023313,2860800.975350
Isiro,IRP,324.421970,2861125.397321
Kisangani,FKI,372.982223,2861498.379544
Goma,GOM,515.104599,2862013.484143
Boa Vista,BVB,10008.834093,2872022.318236
Brive,BVE,7632.886646,2879655.204882
Vilhena,BVH,8907.679695,2888562.884577
Birdsville,BVI,15235.503189,2903798.387765
Windorah,WNR,336.994582,2904135.382348
Quilpie,ULP,207.111266,2904342.493614
Charlieville,CTL,201.164317,2904543.657930
Roma,RMA,250.493748,2904794.151679
Iturup Island,BVV,7947.407738,2912741.559417
Bhairawa,BWA,5912.520070,2918654.079487
Brac,BWK,6130.595447,2924784.674934
Babo,BXB,12338.235308,2937122.910242
Bam,BXR,8694.438143,2945817.348385
Butuan,BXU,7298.263208,2953115.611594
Yacuiba,BYC,18270.145013,2971385.756607
Tarija,TJA,117.390873,2971503.147480
Bayankhongor,BYN,16976.388266,2988479.535746
Altai,LTI,345.344846,2988824.880592
Bointo,BYO,16286.704106,3005111.584698
Bydgoszcz,BZG,10899.665386,3016011.250084
Bozeman,BZN,8007.992467,3024019.242550
Bolzano,BZO,8322.306091,3032341.548642
Cabinda,CAB,5789.121702,3038130.670344
Soyo,SZA,63.811346,3038194.481689
Luanda,LAD,316.652344,3038511.134033
M'banza-congo,SSY,308.835774,3038819.969807
Cascavel,CAC,7473.745154,3046293.714961
Curitiba,CWB,438.841848,3046732.556810
Cacador,CFC,224.982509,3046957.539319
Joacaba,JCB,70.135345,3047027.674664
Erechim,ERM,93.254818,3047120.929481
Passo Fundo,PFB,64.977792,3047185.907273
Columbia,CAE,7549.664576,3054735.571850
Ca Mau,CAH,15173.762244,3069909.334094
Canaima,CAJ,17847.169970,3087756.504064
Guayana,PZO,228.911978,3087985.416042
Santa Elena de Uairen,SNV,451.913437,3088437.329478
Akron,CAK,4521.873885,3092959.203363
Cap Haitien,CAP,2513.404585,3095472.607948
Port-au-prince,PAP,128.611887,3095601.219836
La Isabela,JBQ,243.155427,3095844.375263
Campos,CAW,5458.228128,3101302.603390
Macaé,MEA,86.194796,3101388.798186
Rio De Janeiro,SDU,156.664106,3101545.462293
Cabo Frio,CFB,111.537523,3101656.999816
Cayenne,CAY,3280.891109,3104937.890925
Zandery,PBM,320.935261,3105258.826186
Georgetown,GEO,358.485188,3105617.311373
Port-of-spain,POS,567.805653,3106185.117026
Scarborough,TAB,82.706327,3106267.823353
Cotabato,CBO,17903.532544,3124171.355897
Calabar,CBQ,12771.515145,3136942.871042
Canberra,CBR,14776.609342,3151719.480384
Coolangatta,OOL,892.410684,3152611.891069
Catumbela,CBT,13775.675902,3166387.566971
Ondjiva,VPE,559.772531,3166947.339501
Lubango,SDD,326.053892,3167273.393393
Windhoek,WDH,935.055863,3168208.449256
Walvis Bay,WVB,294.076312,3168502.525568
Cape Town,CPT,1280.879275,3169783.404843
George,GRJ,348.272834,3170131.677677
Durban,DUR,924.085789,3171055.763467
East London,ELS,451.543294,3171507.306761
Port Elizabeth,PLZ,230.371760,3171737.678520
Cayo Coco,CCC,12636.294376,3184373.972897
Varadero,VRA,305.359681,3184679.332578
Santa Clara,SNU,164.401359,3184843.733937
Halifax,YHZ,2904.434320,3187748.168257
Charlottetown,YYG,159.566953,3187907.735210
Cocos Keeling Island,CCK,15780.558544,3203688.293755
Christmas Island,XCH,984.694706,3204672.988460
Criciuma,CCM,14904.356446,3219577.344906
Florianopolis,FLN,145.484589,3219722.829495
Chapeco,XAP,410.009209,3220132.838704
Craig Cove,CCV,13499.834644,3233632.673348
Ambryn Island,ULB,39.053602,3233671.726950
Paama Island,PBJ,12.108612,3233683.835562
Port-vila,VLI,140.300605,3233824.136167
Sangafa,EAE,67.765242,3233891.901409
Cold Bay,CDB,8489.517931,3242381.419340
King Cove,KVC,30.843905,3242412.263245
Cedar City,CDC,4125.924846,3246538.188091
Conceicao Do Araguaia,CDJ,8352.495753,3254890.683844
Santana do Araguaia,CMP,194.103984,3255084.787828
Cordova,CDV,11191.755654,3266276.543482
Yakutat,YAK,364.049207,3266640.592690
Ceduna,CED,12867.034572,3279507.627262
Cherepovets,CEE,13344.262327,3292851.889589
Veliky Ustyug,VUS,487.516786,3293339.406375
Chiang Rai,CEI,6144.114139,3299483.520513
Central,CEM,9084.599079,3308568.119593
Circle,IRC,42.857391,3308610.976984
Cortez,CEZ,3901.984590,3312512.961574
Dongloe,CFN,7278.934934,3319791.896508
Coff's Harbour,CFS,16897.743281,3336689.639789
Kerkyra/corfu,CFU,15678.429837,3352368.069626
Preveza,PVK,105.161621,3352473.231247
Keffallinia,EFL,92.471979,3352565.703226
Craig,CGA,9311.071053,3361876.774278
Klawock,KLW,12.028088,3361888.802366
Ketchikan,KTN,89.400161,3361978.202527
Metakatla,MTM,26.397914,3362004.600441
Changde,CGD,8910.988550,3370915.588991
Cape Girardeau,CGI,12334.806020,3383250.395012
Camiguin,CGM,13734.008090,3396984.403102
Chittagong,CGP,3793.195718,3400777.598819
Campo Grande,CGR,16545.744541,3417323.343361
Dourados,DOU,195.320668,3417518.664029
Ladag,CGY,18478.752049,3435997.416077
Davao,DVO,183.220392,3436180.636469
Dipolog,DPL,302.883009,3436483.519478
Chattanooga,CHA,14311.787392,3450795.306870
Chaoyang,CHG,11107.895189,3461903.202059
Charlottesville VA,CHO,10950.715843,3472853.917902
Chania,CHQ,8599.275132,3481453.193034
Zakynthos,ZTH,381.750386,3481834.943420
Kithira,KIT,250.619541,3482085.562961
Kalamata,KLX,124.958295,3482210.521257
Charleston,CHS,8806.852711,3491017.373968
Changuinola,CHX,2618.769359,3493636.143327
Choiseul Bay,CHY,13529.166969,3507165.310296
Gizo,GZO,162.504993,3507327.815289
Munda,MUA,50.827086,3507378.642375
Sege,EGM,72.966967,3507451.609342
Ramata,RBV,52.381988,3507503.991330
Chico,CIC,9787.012516,3517291.003847
Cedar Rapids,CID,2533.637553,3519824.641400
Cobija,CIJ,6334.386554,3526159.027954
Chipata,CIP,10923.089719,3537082.117673
Chimkent,CIT,7270.660227,3544352.777900
Sault Ste Marie,CIU,9830.857531,3554183.635431
Chiclayo,CIX,5915.544699,3560099.180130
Comiso,CIY,10854.539206,3570953.719336
Kaunas,KUN,2122.787897,3573076.507232
Connaught,NOC,2111.408334,3575187.915566
Cajamarca,CJA,9352.556372,3584540.471938
Chongju,CJJ,15802.638658,3600343.110596
Chitral,CJL,4919.073764,3605262.184360
Chumphon,CJM,3941.323590,3609203.507949
Ciudad Juarez,CJS,14563.897550,3623767.405499
Chihuahua,CUU,329.199342,3624096.604841
Torreon,TRC,430.500142,3624527.104983
Clarksburg,CKB,2644.777270,3627171.882253
Morgantown,MGW,46.894551,3627218.776805
Chokurdah,CKH,7173.495664,3634392.272469
Yakutsk,YKS,1236.395991,3635628.668459
Lensk,ULK,807.870844,3636436.539303
Canakkale,CKZ,6122.250851,3642558.790154
Carlsbad,CLD,11055.756115,3653614.546269
Cluj-napoca,CLJ,10308.710549,3663923.256818
Zaragoza,ZAZ,2041.289916,3665964.546734
Port Angeles,CLM,8546.488341,3674511.035075
Colima,CLQ,3674.563317,3678185.598392
Caldas Novas,CLV,7276.710300,3685462.308693
Calvi,CLY,8904.265872,3694366.574565
Memmingen,FMM,617.337522,3694983.912087
Skopje,SKP,1116.446421,3696100.358508
Mulhouse,MLH,1273.497548,3697373.856056
Constantine,CZL,1260.232702,3698634.088758
Ghardaia,GHA,504.547712,3699138.636470
Ciudad Del Carmen,CME,9412.095874,3708550.732344
Corumba,CMG,5604.909252,3714155.641596
Columbus,CMH,7063.305634,3721218.947230
Raleigh-durham,RDU,582.488360,3721801.435589
Trenton,TTN,600.066546,3722401.502135
Indianapolis,IND,979.277724,3723380.779859
Kansas City,MCI,723.562094,3724104.341952
Salina,SLN,259.917147,3724364.259099
Champaign,CMI,816.758995,3725181.018094
Kundiawa,CMU,13514.496374,3738695.514468
Camaguey,CMW,15104.764188,3753800.278656
Havana,HAV,500.928121,3754301.206777
Cayo Largo del Sur,CYO,176.583263,3754477.790040
Santiago De Cuba,SCU,621.168887,3755098.958926
Santo Domingo,SDQ,669.747137,3755768.706064
Providenciales,PLS,460.179974,3756228.886038
South Caicos,XSC,81.425519,3756310.311557
Cockburn Town,GDT,40.741220,3756351.052777
Salt Cay,SLX,13.762472,3756364.815250
Hancock,CMX,3266.231197,3759631.046447
Constanta,CND,8117.927873,3767748.974320
Neerlerit Inaat,CNP,4014.236077,3771763.210397
Ittoqqortoormiit,OBY,38.459047,3771801.669444
Moab,CNY,5907.111141,3777708.780585
Cody,COD,643.923376,3778352.703961
San Martin Des Andes,CPC,10140.129088,3788492.833049
Coober Pedy,CPD,11878.761298,3800371.594346
Campeche,CPE,15352.225636,3815723.819982
Casper,CPR,2969.816831,3818693.636813
Campina Grande,CPV,9012.409814,3827706.046627
Petrolina,PNZ,564.290152,3828270.336779
Culebra Island,CPX,4103.357567,3832373.694346
Craiova,CRA,8534.909478,3840908.603824
Angeles City,CRK,9351.516160,3850260.119984
Kalibo,KLO,436.553679,3850696.673663
Busan,PUS,2695.644055,3853392.317718
Fukuoka,FUK,225.077838,3853617.395556
Tsushima,TSJ,129.300455,3853746.696011
Nagasaki,NGS,161.408613,3853908.104624
Iki,IKI,93.286720,3854001.391344
Catarman,CRM,2419.465602,3856420.856946
Corpus Christi,CRP,13639.601554,3870060.458500
Lubbock,LBB,774.438854,3870834.897354
Cheboksary,CSY,9616.634601,3880451.531955
Catamarca,CTC,14022.965191,3894474.497146
Chetumal,CTM,5771.761452,3900246.258598
Cucuta,CUC,2074.490981,3902320.749579
Cuenca,CUE,1400.791126,3903721.540705
Guayaquil,GYE,128.852154,3903850.392859
La Toma (Catamayo),LOH,212.175328,3904062.568187
Quito,UIO,439.728558,3904502.296745
Tulcan,TUA,136.744773,3904639.041517
Cuneo,CUF,9574.537585,3914213.579103
Culiacan,CUL,9884.219023,3924097.798125
San Jose Del Cabo,SJD,290.263437,3924388.061562
Santa Ana,SNA,1414.437224,3925802.498786
Vancouver,YVR,1780.403368,3927582.902154
Nanaimo,YCD,52.323482,3927635.225636
Calgary,YYC,738.565572,3928373.791208
Red Deer Industrial,YQF,119.110104,3928492.901312
Kelowna,YLW,455.954365,3928948.855678
Cranbrook,YXC,260.953361,3929209.809038
Cumana,CUM,6422.311444,3935632.120482
Ciudad Victoria,CVM,3969.615908,3939601.736390
Corvo,CVU,6505.349584,3946107.085974
Flores,FLW,24.091614,3946131.177587
Horta,HOR,233.232860,3946364.410448
Lajes (terceira Island),TER,143.679473,3946508.089921
Graciosa Island,GRW,89.149119,3946597.239040
Wassau,CWA,5013.502367,3951610.741407
Cardiff,CWL,6073.798484,3957684.539891
Cox's Bazar,CXB,8515.254650,3966199.794542
Kiritimati,CXI,12055.259775,3978255.054316
Honolulu,HNL,2150.572854,3980405.627170
Molokai,MKK,87.590170,3980493.217340
Kahului,OGG,74.662877,3980567.880217
Hana,HNM,44.722538,3980612.602755
Caxias Do Sul,CXJ,12504.893471,3993117.496226
Nha Trang,CXR,17228.210758,4010345.706984
Danang,DAD,463.124606,4010808.831590
Pleiku,PXU,227.613003,4011036.444594
Cayman Barac,CYB,16170.323143,4027206.767737
Little Cayman,LYB,22.001611,4027228.769348
Chefornak,CYF,7802.754879,4035031.524227
Kipnuk,KPN,27.891893,4035059.416120
Calbayog City,CYP,7817.107581,4042876.523701
Cheyenne,CYS,12230.772473,4055107.296174
Worland,WRL,404.568882,4055511.865056
Cherskiy,CYX,5551.772641,4061063.637697
Cauayan,CYZ,6383.007334,4067446.645031
Coro,CZE,16621.946557,4084068.591588
Cruzeiro do Sul,CZS,2141.759383,4086210.350970
Rio Branco,RBR,621.562672,4086831.913642
Porto Velho,PVH,404.981391,4087236.895033
Changzhou,CZX,17404.955490,4104641.850522
Dayong,DYG,941.855019,4105583.705541
Nanjing,NKG,858.636499,4106442.342040
Nanchang,KHN,427.978252,4106870.320292
Ganzhou,KOW,351.744885,4107222.065177
Daytona Beach,DAB,13665.775119,4120887.840296
Daru,DAU,14897.658504,4135785.498800
Kiunga,UNG,391.738344,4136177.237144
Tabubil,TBG,94.396791,4136271.633935
Mount Hagen,HGU,345.174158,4136616.808093
Goroka,GKA,124.483947,4136741.292040
Madang,MAG,106.705111,4136847.997152
Nadzab,LAE,183.615283,4137031.612435
Hoskins,HKN,425.035702,4137456.648137
David,DAV,14177.294078,4151633.942215
Dazhou,DAX,15476.662982,4167110.605197
Dayton,DAY,12006.006135,4179116.611332
Dalbandin,DBA,11707.549921,4190824.161253
Karachi,KHI,519.576294,4191343.737547
Moenjodaro,MJD,287.299546,4191631.037093
Sukkur,SKZ,77.076858,4191708.113951
Dubbo,DBO,10742.842039,4202450.955990
Dubuque IA,DBQ,14759.428060,4217210.384050
Daocheng,DCY,11963.779274,4229174.163324
Dodge City,DDC,12269.966290,4241444.129614
Liberal,LBL,118.775526,4241562.905140
Dandong,DDG,10280.841634,4251843.746774
Dera Ghazi Khan,DEA,4950.429273,4256794.176046
Debrecen,DEB,4573.502265,4261367.678312
Decatur,DEC,8128.783298,4269496.461610
Dangriga,DGA,2543.566542,4272040.028152
Placencia,PLJ,50.215326,4272090.243478
Durango,DGO,1882.804666,4273973.048144
Deer Harbor,DHB,3167.965003,4277141.013147
Westsound,WSX,3.909918,4277144.923066
Lopez,LPS,14.926242,4277159.849308
Dhangarhi,DHI,11112.954637,4288272.803944
Kangra,DHM,561.368622,4288834.172567
Dothan,DHN,12698.217553,4301532.390120
Dibrugarh,DIB,13476.055451,4315008.445571
Dimapur,DMU,216.726963,4315225.172535
Shangri-La,DIG,623.180113,4315848.352647
Jinghong,JHG,656.253102,4316504.605749
Luang Prabang,LPQ,272.871078,4316777.476827
Pakse,PKZ,654.313154,4317431.789981
Savannakhet,ZVK,192.456010,4317624.245990
Dijon,DIJ,9368.933145,4326993.179135
Dickinson,DIK,7436.246983,4334429.426118
Dili,DIL,13782.387463,4348211.813581
Darwin,DRW,725.378161,4348937.191743
Maningrida,MNG,367.369162,4349304.560905
Milingimbi,MGT,71.891067,4349376.451972
Dienbienphu,DIN,5097.897474,4354474.349445
Dire Dawa,DIR,6643.094567,4361117.444013
Jijiga,JIJ,106.513201,4361223.957213
Gode,GDE,390.646557,4361614.603770
Diu,DIU,3374.454283,4364989.058054
Porbandar,PBD,167.314476,4365156.372529
Dickwella,DIW,2108.918431,4367265.290960
Koggala,KCT,40.259954,4367305.550914
Diyabakir,DIY,5378.636513,4372684.187427
Jambi,DJB,7830.407427,4380514.594854
Djanet,DJG,10507.274170,4391021.869024
Dole,DLE,2554.396144,4393576.265168
Marrakech,RAK,2063.681316,4395639.946484
Tours,TUF,1910.554462,4397550.500946
Dillingham,DLG,8024.663894,4405575.164840
Duluth,DLH,4439.070091,4410014.234932
Dalat,DLI,13186.105528,4423200.340460
Dali,DLU,1761.332707,4424961.673166
Dillon's Bay,DLY,8912.591519,4433874.264685
Ipota,IPA,34.505554,4433908.770239
Dalanzadgad,DLZ,9574.949019,4443483.719258
Dzhambul,DMB,2667.530707,4446151.249964
Dundee,DND,5275.927621,4451427.177585
Dunhuang,DNH,6806.773585,4458233.951170
Denizli,DNZ,5480.942746,4463714.893916
Deauville,DOL,2681.681944,4466396.575861
Dongying,DOY,8625.323489,4475021.899350
Devonport,DPO,9180.012890,4484201.912240
Puntarenas,DRK,13928.761119,4498130.673359
Dresden,DRS,9765.112632,4507895.785991
Hurghada,HRG,3151.946660,4511047.732651
Sharm El Sheikh,SSH,106.460454,4511154.193105
Des Moines,DSM,10623.115737,4521777.308841
Dunedin,DUD,13581.927653,4535359.236494
Du Bois,DUJ,14598.421925,4549957.658420
Franklin,FKL,83.368392,4550041.026812
Anadyr,DYR,6455.988008,4556497.014819
Zhezkazgan,DZN,6138.048392,4562635.063211
Nejran,EAM,3961.719147,4566596.782358
Kearney,EAR,12509.332693,4579106.115052
San Sebastian,EAS,7532.968196,4586639.083248
Wenatchee,EAT,8258.241939,4594897.325188
Eau Claire,EAU,2218.245704,4597115.570892
Entebbe,EBB,12595.097153,4609710.668045
Pakuba,PAF,274.888727,4609985.556772
Erbil,EBL,3982.315855,4613967.872627
St-Etienne,EBU,3451.777860,4617419.650487
Fes,FEZ,1513.045874,4618932.696361
Nimes,FNI,1360.655226,4620293.351586
Eldoret,EDL,5705.257411,4625998.608997
Lodwar,LOK,304.954503,4626303.563500
Pormpuraaw,EDR,11815.488981,4638119.052481
Kowanyama,KWM,67.232249,4638186.284730
Eek,EEK,9787.314448,4647973.599179
Quinhagak,KWN,52.178088,4648025.777267
Togiak Village,TOG,113.199840,4648138.977107
Vail,EGE,4278.717705,4652417.694812
Geneina,EGN,12125.904789,4664543.599601
Egilsstadir,EGS,6395.445080,4670939.044682
Barrancabermeja,EJA,7916.832977,4678855.877658
Wejh,EJH,11648.471152,4690504.348811
Elko,EKO,12031.494955,4702535.843766
Elcho Island,ELC,12440.464051,4714976.307817
El Fasher,ELF,12477.021332,4727453.329149
Lephalale,ELL,4153.899919,4731607.229068
Elmira,ELM,12917.580090,4744524.809158
El Paso,ELP,2842.255808,4747367.064966
Gassim,ELQ,12819.852130,4760186.917096
Guemar,ELU,3634.921481,4763821.838577
Elfin Cove,ELV,9255.974294,4773077.812871
Emerald,EMD,11411.755752,4784489.568623
Ende,ENE,3260.205915,4787749.774538
Labuhan Bajo,LBJ,198.872659,4787948.647197
Enshi,ENH,4455.913910,4792404.561107
Yan'an,ENY,702.402959,4793106.964065
Eday,EOI,7685.879938,4800792.844004
Esperance,EPR,15113.241214,4815906.085218
Ravensthorpe,RVT,149.850448,4816055.935666
Erzincan,ERC,11629.707425,4827685.643091
Erfurt,ERF,2537.156715,4830222.799806
Eirunepe,ERN,9945.432528,4840168.232334
Tefe,TFF,676.148065,4840844.380399
Santa Isabel do Rio Negro,IRZ,331.596350,4841175.976749
Erzurum,ERZ,11411.421006,4852587.397754
Escanaba,ESC,9187.258140,4861774.655895
Eastsound,ESD,2700.205375,4864474.861270
Friday Harbor,FRD,22.324083,4864497.185353
Elista,ESL,9392.244846,4873889.430199
Esmeraldas,ESM,12442.607188,4886332.037387
Essadouira,ESU,8055.896121,4894387.933508
Metz,ETZ,2367.405186,4896755.338695
El Aaiún,EUN,2947.257844,4899702.596539
Sveg,EVG,4382.559493,4904085.156032
Mora,MXX,121.282431,4904206.438463
Evansville,EVV,6970.020357,4911176.458821
New Bern,EWN,992.507379,4912168.966200
Beloyarsky,EYK,8577.730102,4920746.696301
Nyagan,NYA,183.087065,4920929.783367
Yopal,EYP,11710.902168,4932640.685534
Key West,EYW,2361.869875,4935002.555409
Fort Myers,RSW,220.172622,4935222.728031
Wilmington,ILG,1568.519578,4936791.247609
Elazig,EZS,9079.239298,4945870.486907
Vagar,FAE,4068.323178,4949938.810085
Stavanger,SVG,789.705043,4950728.515128
Stord,SRP,103.144062,4950831.659190
Molde,MOL,343.989626,4951175.648816
Kristiansund,KSU,49.746809,4951225.395625
Fargo,FAR,6117.311271,4957342.706896
Fresno,FAT,2194.888200,4959537.595096
Fakarava,FAV,6473.953944,4966011.549040
Fayetteville,FAY,9036.313337,4975047.862377
Kalispell,FCA,3252.351945,4978300.214322
Forde,FDE,6699.081885,4984999.296208
Fergana,FEG,4913.815227,4989913.111435
Fujeirah,FJR,2218.868860,4992131.980295
Karlsruhe/Baden-Baden,FKB,4917.800125,4997049.780420
Fukushima,FKS,9359.222080,5006409.002500
Florencia,FLA,14326.653784,5020735.656284
Flagstaff,FLG,5274.782574,5026010.438857
Florence,FLO,2911.065878,5028921.504735
Formosa,FMA,7088.239555,5036009.744290
Kalemie,FMI,9468.646109,5045478.390399
Freetown,FNA,4973.834757,5050452.225157
Monrovia,MLW,373.021878,5050825.247034
Funchal,FNC,3001.835954,5053827.082989
Ponta Delgada,PDL,984.919991,5054812.002979
Santa Maria (island),SMA,97.459461,5054909.462441
Flint,FNT,4934.673008,5059844.135448
Topeka,FOE,1094.663383,5060938.798831
La Fortuna/San Carlos,FON,3349.930017,5064288.728849
Quepos,XQP,127.656748,5064416.385597
Palmar Sur,PMZ,90.894679,5064507.280276
Fortaleza,FOR,5177.983867,5069685.264143
Juazeiro Do Norte,JDO,391.412819,5070076.676962
Fera Island,FRE,17318.828239,5087395.505201
Suavanao,VAO,109.784518,5087505.289718
Floro,FRO,13634.285628,5101139.575347
Orsta-Volda,HOV,86.151940,5101225.727287
Sogndal,SOG,126.931054,5101352.658341
Sandane,SDN,92.811131,5101445.469472
Francistown,FRW,9421.964179,5110867.433651
Gaberone,GBE,409.855633,5111277.289284
Sioux Falls,FSD,14449.257425,5125726.546709
Fort Smith,FSM,939.121376,5126665.668086
Shizuoka,FSZ,10500.031959,5137165.700044
Kagoshima,KOJ,769.586060,5137935.286104
El Calafate,FTE,17232.339540,5155167.625644
Ushuaia,USH,567.199797,5155734.825441
Tolagnaro,FTU,9218.977407,5164953.802848
Toliara,TLE,375.476545,5165329.279393
Morondava,MOQ,349.874235,5165679.153628
Fuyang,FUG,9614.880051,5175294.033679
Wenzhou,WNZ,735.153051,5176029.186730
Huai An,HIA,672.110043,5176701.296773
Fukue,FUJ,908.985637,5177610.282410
Funafuti,FUN,7026.157068,5184636.439478
Foshan,FUO,7979.870564,5192616.310042
Fort Wayne,FWA,12635.037548,5205251.347590
Gabes,GAE,8015.151736,5213266.499326
Tozeur,TOE,184.031366,5213450.530692
Gafsa,GAF,84.646582,5213535.177274
Yamagata,GAJ,10501.703328,5224036.880602
Galena,GAL,4929.442191,5228966.322793
Nulato,NUL,53.957411,5229020.280204
Koyukuk,KYU,23.012175,5229043.292379
Gambell,GAM,684.376183,5229727.668562
Savoonga,SVA,61.684288,5229789.352851
Gan Island,GAN,11339.821911,5241129.174762
Kaadedhdhoo,KDM,132.565300,5241261.740062
Male,MLE,416.084414,5241677.824477
Laamu Atoll,KDO,259.381533,5241937.206009
Kooddoo,GKK,125.857616,5242063.063625
Guantanamo,GAO,15884.855786,5257947.919411
Qabala,GBB,11039.016383,5268986.935794
Gorgan,GBT,724.253016,5269711.188810
Zahedan,ZAH,1023.880251,5270735.069061
Kerman,KER,391.525528,5271126.594589
Gillette,GCC,11529.018000,5282655.612589
Rock Springs,RKS,419.569404,5283075.181993
Garden City,GCK,820.735395,5283895.917387
Grand Canyon,GCN,1037.930481,5284933.847868
Page,PGA,125.017519,5285058.865387
Kingman,IGM,290.473865,5285349.339252
Glendive,GDV,1523.454482,5286872.793734
Magadan,GDX,6304.922540,5293177.716274
Gelendzik,GDZ,6895.179611,5300072.895885
Spokane,GEG,9489.549973,5309562.445858
Santo Angelo,GEL,10542.609071,5320105.054929
Santa Maria,RIA,165.711638,5320270.766567
Uruguaiana,URG,323.505043,5320594.271610
General Santos City,GES,17371.707914,5337965.979524
Iloilo,ILO,591.511612,5338557.491136
Puerto Princesa,PPS,428.183007,5338985.674143
Geraldton,GET,4307.280777,5343292.954920
Gallivare,GEV,13102.839574,5356395.794494
Kiruna,KRN,79.332517,5356475.127010
Griffith,GFF,14977.901464,5371453.028474
Narrandera,NRA,64.677921,5371517.706395
Grand Forks,GFK,14657.963855,5386175.670249
Thief River Falls,TVF,74.856896,5386250.527146
Grafton,GFN,13911.363512,5400161.890658
Taree,TRO,241.827731,5400403.718389
Longview,GGG,13798.230382,5414201.948771
Great Exuma,GGT,2088.907033,5416290.855804
Governor's Harbor,GHB,196.902525,5416487.758329
Garachine,GHE,1927.339431,5418415.097759
Ghat,GHT,9478.149759,5427893.247518
Gibraltar,GIB,1917.454253,5429810.701772
Gilgit,GIL,6939.405686,5436750.107458
Gisborne,GIS,13459.288556,5450209.396014
Gizan,GIZ,15069.318752,5465278.714766
Guanaja,GJA,13261.752322,5478540.467088
La Ceiba,LCE,127.797818,5478668.264906
Utila,UII,39.002212,5478707.267118
Grand Junction,GJT,3313.651369,5482020.918487
Golfito,GLF,4224.723752,5486245.642239
Puerto Jimenez,PJM,18.758067,5486264.400305
Golouchestershire,GLO,8654.176053,5494918.576358
Gemena,GMA,5780.006552,5500698.582910
Mbandaka,MDK,393.406635,5501091.989545
Gambella,GMB,2016.193057,5503108.182602
Totegegie,GMR,18007.499725,5521115.682328
Point Salines,GND,8854.536360,5529970.218688
Hewandorra,UVF,212.426302,5530182.644990
Guanambi,GNM,3695.834438,5533878.479428
Goodnews Bay,GNU,12984.350857,5546862.830285
Port Moller,PTU,18.191265,5546881.021550
Sanliurfa,GNY,9119.292920,5556000.314469
Genoa,GOA,2624.559954,5558624.874423
Godthaab,GOH,4276.095785,5562900.970208
Maniitsoq,JSU,148.372171,5563049.342379
Gorakhpur,GOP,9112.039543,5572161.381922
Golmud,GOQ,1712.692529,5573874.074451
Xining,XNN,356.156025,5574230.230476
Zhongwei,ZHY,299.568555,5574529.799031
Garoua,GOU,9532.039401,5584061.838432
N'djamena,NDJ,360.306486,5584422.144917
N'gaoundere,NGE,555.173084,5584977.318001
Gove,GOV,13784.345232,5598761.663233
Groote Eylandt,GTE,193.575615,5598955.238848
Patras,GPA,13139.995893,5612095.234741
Paphos,PFO,1059.661705,5613154.896445
Krakow,KRK,1994.936350,5615149.832796
Southend,SEN,1347.187064,5616497.019860
Guarapuava,GPB,9951.631177,5626448.651037
Galapagos,GPS,5001.884338,5631450.535375
Gulfport,GPT,3433.922703,5634884.458078
Green Bay,GRB,1567.549068,5636452.007146
Grand Island,GRI,918.065514,5637370.072661
Killeen,GRK,1101.700665,5638471.773326
Gurupi,GRP,7048.282108,5645520.055434
Minacu,MQH,220.104435,5645740.159869
Groningen,GRQ,9053.106555,5654793.266424
Maastricht,MST,251.689841,5655044.956265
Grand Rapids,GRR,6540.378257,5661585.334522
Grozny,GRV,9275.598098,5670860.932619
Granada,GRX,4198.557952,5675059.490571
Gheshm,GSM,5677.625550,5680737.116121
Kish Island,KIH,232.071959,5680969.188080
Greensboro,GSO,11540.713042,5692509.901122
Gustavus,GST,4700.649698,5697210.550820
Hoonah,HNH,40.524549,5697251.075368
Great Falls,GTF,1983.793688,5699234.869057
Helena,HLN,107.801876,5699342.670933
Gorontalo,GTO,12543.271253,5711885.942185
Manado,MDC,252.109604,5712138.051789
Naha,NAH,246.510345,5712384.562134
Columbus Mississippi,GTR,14548.405743,5726932.967878
Guatemala City,GUA,2106.984611,5729039.952489
Tapachula,TAP,199.570250,5729239.522739
Gunnison,GUC,3001.147811,5732240.670550
Agana,GUM,10602.345179,5742843.015729
Rota,ROP,90.697098,5742933.712828
Saipan,SPN,117.376956,5743051.089783
Gurney,GUR,2872.889151,5745923.978934
Losuia,LSA,216.859418,5746140.838352
Atyrau,GUW,11399.002817,5757539.841169
Uralsk,URA,448.448455,5757988.289623
Governador Valadares,GVR,11873.388523,5769861.678146
Gwadar,GWD,12282.998908,5782144.677054
Turbat,TUK,109.305751,5782253.982804
Gwalior,GWL,1516.567408,5783770.550212
Sayun Intl,GXF,3252.390383,5787022.940596
Xiahe city,GXH,5696.601949,5792719.542544
Guayaramerín,GYA,17102.964317,5809822.506861
Guangyuan,GYS,17447.144203,5827269.651064
Alanya,GZP,6586.399115,5833856.050179
Gaziantep,GZT,467.553737,5834323.603916
Hachijojima,HAC,8817.530494,5843141.134410
Halmstad,HAD,8854.578744,5851995.713154
Vaxjo,VXO,119.099791,5852114.812945
Haa Dhaalu Atoll,HAQ,7510.249026,5859625.061972
Trivandrum,TRV,456.196017,5860081.257988
Hail,HAS,4256.878690,5864338.136678
Hobart,HBA,13275.597664,5877613.734342
Hubli,HBX,9794.753003,5887408.487345
Holy Cross,HCR,10164.545714,5897573.033060
Handan,HDG,6267.485735,5903840.518794
